__sample_id__,__target__,carat,cut,color,clarity,depth,table,x,y,z
diamonds_015829,6334.0,1.22,Very Good,G,SI1,62.1,58.0,6.84,6.89,4.26
diamonds_015830,6334.0,1.3,Premium,J,VS1,61.6,56.0,7.06,7.0,4.33
diamonds_015831,6334.0,1.3,Ideal,J,VS1,62.3,57.0,7.06,6.97,4.37
diamonds_015832,6335.0,1.01,Premium,G,VS1,62.7,58.0,6.36,6.31,3.97
diamonds_015833,6335.0,1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23
diamonds_015834,6335.0,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0
diamonds_015835,6335.0,1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99
diamonds_015836,6335.0,1.01,Premium,E,VS2,62.9,58.0,6.47,6.37,4.04
diamonds_015837,6335.0,1.01,Premium,E,VS2,60.2,58.0,6.56,6.52,3.94
diamonds_015838,6335.0,1.01,Very Good,E,VS2,63.1,60.0,6.3,6.26,3.96
diamonds_015839,6335.0,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92
diamonds_015840,6336.0,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08
diamonds_015841,6337.0,1.31,Ideal,J,SI1,62.5,56.0,6.95,7.04,4.37
diamonds_015842,6337.0,1.37,Premium,H,VS2,60.9,59.0,7.22,7.17,4.38
diamonds_015843,6338.0,1.31,Ideal,I,VS2,62.4,57.0,6.93,6.97,4.34
diamonds_015844,6338.0,0.81,Ideal,F,IF,61.5,55.0,5.98,6.05,3.7
diamonds_015845,6339.0,1.37,Ideal,J,SI1,62.1,55.0,7.13,7.16,4.44
diamonds_015846,6340.0,1.0,Very Good,F,VS2,62.2,55.0,6.39,6.44,3.99
diamonds_015847,6340.0,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98
diamonds_015848,6340.0,1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.0
diamonds_015849,6340.0,1.5,Fair,H,SI1,68.0,59.0,7.12,6.82,4.76
diamonds_015850,6340.0,1.35,Premium,I,SI1,62.1,58.0,7.07,7.0,4.37
diamonds_015851,6342.0,1.04,Ideal,G,VS2,62.0,57.0,6.49,6.5,4.03
diamonds_015852,6342.0,1.04,Very Good,F,VS2,60.1,59.0,6.56,6.61,3.96
diamonds_015853,6342.0,1.02,Ideal,E,SI1,62.6,57.0,6.41,6.44,4.02
diamonds_015854,6342.0,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55
diamonds_015855,6342.0,1.51,Premium,J,VS2,62.3,59.0,7.36,7.3,4.57
diamonds_015856,6343.0,1.37,Ideal,I,VS2,61.5,56.0,7.14,7.11,4.38
diamonds_015857,6343.0,1.22,Ideal,E,SI2,62.7,57.0,6.84,6.81,4.28
diamonds_015858,6344.0,1.2,Good,D,SI2,63.7,52.0,6.72,6.68,4.27
diamonds_015859,6344.0,1.03,Premium,E,VS2,60.0,59.0,6.54,6.6,3.94
diamonds_015860,6344.0,1.1,Ideal,H,VS2,62.7,56.0,6.58,6.63,4.14
diamonds_015861,6344.0,2.0,Premium,H,I1,59.7,62.0,8.19,8.02,4.85
diamonds_015862,6344.0,1.2,Good,D,SI2,62.2,65.0,6.75,6.7,4.18
diamonds_015863,6346.0,1.01,Ideal,E,SI1,60.8,56.0,6.53,6.47,3.95
diamonds_015864,6346.0,1.01,Ideal,E,SI1,61.1,57.0,6.5,6.47,3.96
diamonds_015865,6346.0,2.02,Fair,G,I1,68.0,55.0,7.77,7.72,5.27
diamonds_015866,6346.0,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15
diamonds_015867,6346.0,1.14,Ideal,G,SI2,62.3,56.0,6.66,6.69,4.16
diamonds_015868,6347.0,1.21,Ideal,H,SI2,62.1,58.0,6.78,6.84,4.23
diamonds_015869,6349.0,1.0,Ideal,G,VS1,62.2,56.0,6.35,6.41,3.97
diamonds_015870,6349.0,1.0,Ideal,G,VS1,62.7,54.0,6.37,6.42,4.01
diamonds_015871,6349.0,1.0,Good,G,VS1,63.6,59.0,6.3,6.34,4.02
diamonds_015872,6350.0,1.26,Premium,I,VS2,61.2,59.0,7.03,6.9,4.26
diamonds_015873,6350.0,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24
diamonds_015874,6350.0,1.2,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18
diamonds_015875,6350.0,1.62,Premium,H,SI2,63.0,58.0,7.47,7.41,4.69
diamonds_015876,6350.0,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44
diamonds_015877,6350.0,1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03
diamonds_015878,6350.0,1.26,Ideal,I,VS2,62.6,55.0,6.96,6.91,4.34
diamonds_015879,6351.0,1.22,Premium,E,SI2,61.5,58.0,6.85,6.81,4.2
diamonds_015880,6352.0,1.0,Good,F,VS2,63.9,62.0,6.26,6.32,4.02
diamonds_015881,6352.0,1.1,Very Good,D,SI1,60.7,55.0,6.71,6.74,4.08
diamonds_015882,6352.0,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0
diamonds_015883,6352.0,1.0,Premium,F,VS2,62.4,60.0,6.35,6.38,3.97
diamonds_015884,6352.0,1.0,Premium,F,VS2,62.6,60.0,6.29,6.37,3.96
diamonds_015885,6352.0,1.02,Ideal,G,VS2,62.5,57.0,6.41,6.45,4.02
diamonds_015886,6352.0,1.25,Ideal,I,SI1,61.0,56.0,6.97,7.02,4.27
diamonds_015887,6352.0,1.06,Premium,D,SI1,61.1,59.0,6.63,6.56,4.03
diamonds_015888,6353.0,1.01,Fair,G,VS1,64.6,60.0,6.34,6.22,4.06
diamonds_015889,6353.0,1.01,Premium,G,VS1,59.9,59.0,6.51,6.48,3.89
diamonds_015890,6353.0,1.01,Very Good,G,VS1,60.7,63.0,6.4,6.38,3.88
diamonds_015891,6353.0,1.01,Premium,G,VS1,60.5,60.0,6.52,6.44,3.92
diamonds_015892,6353.0,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97
diamonds_015893,6354.0,1.01,Very Good,G,VVS2,61.3,61.0,6.32,6.47,3.92
diamonds_015894,6354.0,1.24,Very Good,G,SI2,60.5,60.0,6.93,7.01,4.22
diamonds_015895,6354.0,1.22,Premium,H,VS2,60.9,58.0,6.89,6.86,4.19
diamonds_015896,6354.0,1.22,Premium,H,SI1,61.9,56.0,6.89,6.84,4.25
diamonds_015897,6354.0,1.22,Premium,I,VS1,60.6,61.0,6.94,6.88,4.19
diamonds_015898,6355.0,1.07,Premium,G,VS2,62.1,58.0,6.55,6.59,4.08
diamonds_015899,6355.0,1.07,Very Good,G,VS2,63.0,55.0,6.5,6.55,4.11
diamonds_015900,6355.0,1.07,Ideal,G,VS2,62.2,57.0,6.53,6.55,4.07
diamonds_015901,6355.0,1.07,Very Good,G,VS2,60.5,56.0,6.64,6.71,4.04
diamonds_015902,6355.0,1.07,Very Good,G,VS2,60.9,58.0,6.56,6.6,4.01
diamonds_015903,6356.0,1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95
diamonds_015904,6356.0,1.29,Premium,J,VVS2,62.6,59.0,6.98,6.91,4.35
diamonds_015905,6357.0,2.15,Premium,H,I1,62.9,57.0,8.25,8.2,5.18
diamonds_015906,6359.0,1.0,Premium,E,VS2,62.9,59.0,6.38,6.27,3.98
diamonds_015907,6360.0,0.92,Ideal,F,VS1,61.3,56.0,6.26,6.3,3.85
diamonds_015908,6360.0,1.04,Good,G,VS1,63.8,57.0,6.42,6.37,4.08
diamonds_015909,6360.0,1.04,Premium,G,VS1,60.2,58.0,6.65,6.64,4.0
diamonds_015910,6361.0,1.04,Very Good,F,VS2,61.0,60.0,6.54,6.48,3.97
diamonds_015911,6361.0,1.53,Good,H,I1,62.3,55.6,7.34,7.38,4.59
diamonds_015912,6362.0,1.26,Ideal,G,SI2,61.8,57.0,6.93,6.95,4.29
diamonds_015913,6363.0,1.19,Premium,H,VS2,61.0,59.0,6.91,6.8,4.18
diamonds_015914,6363.0,1.06,Ideal,F,SI1,61.7,55.0,6.58,6.56,4.06
diamonds_015915,6364.0,1.5,Good,I,SI2,65.0,55.0,7.15,7.24,4.68
diamonds_015916,6366.0,1.02,Very Good,E,VS2,60.6,61.0,6.44,6.47,3.91
diamonds_015917,6366.0,1.39,Ideal,J,VS2,60.3,57.0,7.26,7.24,4.37
diamonds_015918,6366.0,1.01,Fair,F,VS1,64.6,60.0,6.26,6.16,4.01
diamonds_015919,6366.0,1.16,Premium,E,SI1,61.3,60.0,6.7,6.64,4.09
diamonds_015920,6366.0,1.01,Fair,D,VS2,65.3,58.0,6.29,6.24,4.09
diamonds_015921,6367.0,1.52,Premium,J,SI1,61.0,59.0,7.41,7.35,4.5
diamonds_015922,6368.0,1.01,Very Good,G,VS1,62.3,60.0,6.35,6.49,4.0
diamonds_015923,6368.0,1.53,Good,J,SI2,64.1,58.0,7.3,7.18,4.64
diamonds_015924,6368.0,1.31,Premium,H,VS2,62.1,58.0,7.01,6.86,4.31
diamonds_015925,6368.0,1.04,Ideal,H,VS1,62.5,53.0,6.5,6.52,4.07
diamonds_015926,6368.0,1.04,Ideal,H,VS1,62.0,54.0,6.52,6.54,4.05
diamonds_015927,6368.0,1.17,Ideal,H,SI1,61.1,57.0,6.77,6.83,4.16
diamonds_015928,6369.0,1.1,Very Good,G,VS2,61.9,57.0,6.59,6.65,4.1
diamonds_015929,6369.0,1.38,Very Good,H,SI2,62.3,60.0,7.07,7.12,4.42
diamonds_015930,6369.0,1.0,Good,G,VS2,59.1,62.0,6.42,6.45,3.8
diamonds_015931,6371.0,1.01,Premium,G,VVS2,61.9,58.0,6.48,6.38,3.98
diamonds_015932,6371.0,1.01,Very Good,G,VVS2,62.1,63.0,6.38,6.31,3.94
diamonds_015933,6371.0,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26
diamonds_015934,6372.0,1.22,Ideal,D,SI2,61.8,58.0,6.84,6.92,4.25
diamonds_015935,6372.0,1.29,Ideal,I,SI1,61.9,56.0,6.97,7.03,4.33
diamonds_015936,6373.0,1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06
diamonds_015937,6373.0,1.2,Very Good,E,SI1,63.2,57.0,6.75,6.69,4.25
diamonds_015938,6375.0,1.54,Fair,I,SI2,65.0,56.0,7.22,7.14,4.67
diamonds_015939,6377.0,1.0,Very Good,E,VS2,59.4,59.0,6.44,6.46,3.83
diamonds_015940,6377.0,2.03,Fair,G,I1,66.3,56.0,7.81,7.75,5.16
diamonds_015941,6377.0,2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94
diamonds_015942,6377.0,1.0,Ideal,G,VS2,62.4,59.0,6.36,6.4,3.98
diamonds_015943,6377.0,1.66,Ideal,J,SI2,60.8,57.0,7.68,7.65,4.66
diamonds_015944,6377.0,1.24,Premium,E,SI2,61.1,59.0,6.99,6.89,4.24
diamonds_015945,6377.0,1.0,Ideal,G,VS1,62.6,56.0,6.39,6.36,3.99
diamonds_015946,6377.0,1.0,Premium,G,VS1,62.4,60.0,6.39,6.37,3.98
diamonds_015947,6378.0,1.18,Ideal,I,VVS1,59.7,54.0,6.92,6.99,4.15
diamonds_015948,6379.0,1.13,Premium,G,VS2,62.7,57.0,6.67,6.61,4.16
diamonds_015949,6380.0,1.2,Ideal,I,VS1,61.5,59.0,6.82,6.84,4.2
diamonds_015950,6381.0,1.24,Ideal,I,SI1,60.6,59.0,6.97,7.03,4.24
diamonds_015951,6381.0,1.14,Fair,G,VS1,57.5,67.0,0.0,0.0,0.0
diamonds_015952,6382.0,1.0,Very Good,F,VS2,63.3,55.0,6.34,6.29,4.0
diamonds_015953,6383.0,1.24,Premium,I,VVS2,62.7,58.0,6.85,6.89,4.31
diamonds_015954,6383.0,1.27,Ideal,E,SI2,60.2,57.0,7.09,7.14,4.28
diamonds_015955,6384.0,1.51,Ideal,H,SI2,61.7,57.0,7.39,7.36,4.55
diamonds_015956,6386.0,1.0,Very Good,G,VS2,62.8,62.0,6.28,6.33,3.96
diamonds_015957,6387.0,1.46,Premium,J,SI2,60.1,58.0,7.43,7.34,4.44
diamonds_015958,6387.0,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17
diamonds_015959,6387.0,1.1,Premium,G,VS2,62.8,58.0,6.6,6.58,4.14
diamonds_015960,6387.0,1.1,Ideal,G,VS2,62.3,56.0,6.63,6.59,4.12
diamonds_015961,6387.0,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29
diamonds_015962,6388.0,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07
diamonds_015963,6388.0,1.22,Ideal,H,SI1,62.1,56.0,6.87,6.81,4.25
diamonds_015964,6389.0,1.0,Very Good,G,VS2,63.8,58.0,6.31,6.35,4.04
diamonds_015965,6389.0,1.23,Ideal,I,SI1,61.8,58.0,6.87,6.91,4.26
diamonds_015966,6389.0,1.0,Good,D,VS2,64.1,58.0,6.24,6.33,4.03
diamonds_015967,6389.0,1.0,Good,F,VS1,64.2,60.0,6.18,6.28,4.0
diamonds_015968,6390.0,1.33,Premium,I,VS1,61.7,58.0,7.09,7.14,4.39
diamonds_015969,6391.0,1.01,Fair,F,VS1,64.5,59.0,6.27,6.19,4.02
diamonds_015970,6391.0,1.13,Ideal,F,SI1,59.6,57.0,6.83,6.79,4.06
diamonds_015971,6393.0,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02
diamonds_015972,6393.0,1.51,Premium,F,SI2,62.7,58.0,7.33,7.29,4.58
diamonds_015973,6394.0,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.6
diamonds_015974,6396.0,1.35,Ideal,J,SI1,62.3,57.0,7.08,7.02,4.39
diamonds_015975,6396.0,1.27,Ideal,I,VS1,62.8,57.0,6.86,6.89,4.32
diamonds_015976,6397.0,1.02,Very Good,E,SI1,62.7,60.0,6.45,6.4,4.03
diamonds_015977,6397.0,1.36,Good,E,SI2,58.0,64.0,7.26,7.19,4.19
diamonds_015978,6397.0,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7
diamonds_015979,6397.0,1.2,Premium,E,SI2,62.6,56.0,6.84,6.77,4.26
diamonds_015980,6397.0,1.0,Fair,F,VS1,65.3,59.0,6.25,6.21,4.07
diamonds_015981,6397.0,1.02,Premium,E,VS2,60.4,58.0,6.51,6.47,3.92
diamonds_015982,6397.0,1.21,Fair,G,SI1,64.6,60.0,6.69,6.62,4.3
diamonds_015983,6397.0,1.02,Good,F,VS2,64.2,59.0,6.4,6.28,4.07
diamonds_015984,6397.0,1.02,Premium,G,VS2,62.1,58.0,6.5,6.44,4.02
diamonds_015985,6398.0,1.22,Ideal,H,SI2,62.3,57.0,6.84,6.89,4.28
diamonds_015986,6398.0,1.22,Ideal,I,SI1,62.3,58.0,6.8,6.82,4.24
diamonds_015987,6399.0,1.01,Very Good,E,VS2,60.9,57.0,6.41,6.47,3.92
diamonds_015988,6399.0,1.01,Good,E,VS2,63.3,60.0,6.3,6.33,4.0
diamonds_015989,6399.0,1.01,Good,E,VS2,63.3,58.0,6.35,6.38,4.03
diamonds_015990,6399.0,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99
diamonds_015991,6399.0,1.01,Very Good,E,VS2,58.1,60.0,6.51,6.58,3.8
diamonds_015992,6399.0,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27
diamonds_015993,6399.0,1.06,Ideal,F,VS2,60.5,57.0,6.6,6.58,3.99
diamonds_015994,6399.0,0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76
diamonds_015995,6399.0,1.06,Premium,F,VS2,62.3,58.0,6.56,6.51,4.07
diamonds_015996,6400.0,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98
diamonds_015997,6400.0,1.35,Premium,G,SI2,58.4,59.0,7.32,7.28,4.26
diamonds_015998,6401.0,1.22,Ideal,F,SI2,62.5,56.2,6.81,6.85,4.27
diamonds_015999,6401.0,1.37,Ideal,I,SI2,62.2,56.0,7.07,7.14,4.42
diamonds_016000,6401.0,1.57,Premium,I,SI2,62.2,60.0,7.43,7.36,4.6
diamonds_016001,6401.0,1.27,Ideal,I,VS2,62.6,57.0,6.92,6.88,4.32
diamonds_016002,6403.0,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5
diamonds_016003,6403.0,1.05,Ideal,F,VS2,62.7,56.0,6.52,6.59,4.11
diamonds_016004,6403.0,1.27,Ideal,H,SI2,61.8,57.0,6.93,6.96,4.29
diamonds_016005,6403.0,1.22,Premium,E,SI1,59.7,61.0,7.03,6.9,4.16
diamonds_016006,6403.0,1.23,Ideal,E,SI2,61.2,55.0,7.01,6.92,4.26
diamonds_016007,6405.0,1.04,Very Good,F,VS2,59.0,57.0,6.64,6.69,3.93
diamonds_016008,6405.0,1.17,Ideal,I,SI1,61.7,56.0,6.73,6.78,4.17
diamonds_016009,6405.0,1.3,Premium,J,VVS2,62.9,60.0,6.91,6.86,4.33
diamonds_016010,6405.0,1.33,Premium,H,SI2,62.8,52.0,7.15,7.06,4.46
diamonds_016011,6406.0,1.01,Very Good,G,VS2,61.6,60.0,6.42,6.47,3.97
diamonds_016012,6406.0,1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04
diamonds_016013,6406.0,1.23,Ideal,H,VS2,59.0,57.0,7.05,6.99,4.14
diamonds_016014,6406.0,1.3,Premium,H,SI2,60.1,57.0,7.17,7.13,4.3
diamonds_016015,6407.0,1.01,Good,G,VS1,59.2,63.0,6.5,6.48,3.84
diamonds_016016,6409.0,1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29
diamonds_016017,6409.0,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38
diamonds_016018,6410.0,1.02,Ideal,G,VS2,62.5,58.0,6.36,6.44,4.0
diamonds_016019,6411.0,1.08,Ideal,H,VS2,60.3,57.0,6.67,6.7,4.03
diamonds_016020,608.0,0.3,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61
diamonds_016021,608.0,0.3,Premium,I,VS1,59.8,60.0,4.36,4.34,2.6
diamonds_016022,608.0,0.3,Premium,I,VS1,60.4,58.0,4.4,4.34,2.64
diamonds_016023,608.0,0.3,Ideal,I,VS1,61.0,56.0,4.37,4.35,2.66
diamonds_016024,608.0,0.3,Premium,I,VS1,59.1,59.0,4.38,4.35,2.58
diamonds_016025,608.0,0.3,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59
diamonds_016026,608.0,0.3,Premium,I,VS1,60.5,60.0,4.33,4.3,2.61
diamonds_016027,608.0,0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62
diamonds_016028,608.0,0.3,Very Good,I,VS1,63.4,54.0,4.32,4.29,2.73
diamonds_016029,608.0,0.3,Ideal,I,VS1,62.5,54.0,4.32,4.29,2.69
diamonds_016030,608.0,0.3,Ideal,I,VS1,62.5,57.0,4.32,4.29,2.69
diamonds_016031,608.0,0.3,Premium,I,VS1,61.7,58.0,4.32,4.27,2.65
diamonds_016032,608.0,0.3,Premium,I,VS1,62.0,58.0,4.3,4.25,2.65
diamonds_016033,608.0,0.3,Premium,I,VS1,62.9,58.0,4.29,4.26,2.69
diamonds_016034,608.0,0.3,Premium,I,VS1,61.7,59.0,4.3,4.26,2.64
diamonds_016035,608.0,0.3,Premium,I,VS1,63.0,53.0,4.31,4.26,2.7
diamonds_016036,608.0,0.3,Premium,I,VS1,61.6,60.0,4.3,4.27,2.64
diamonds_016037,608.0,0.3,Very Good,I,VS1,63.3,59.0,4.23,4.2,2.67
diamonds_016038,608.0,0.3,Premium,I,VS1,62.9,59.0,4.3,4.22,2.68
diamonds_016039,608.0,0.3,Good,I,VS1,63.7,58.0,4.25,4.23,2.7
diamonds_016040,608.0,0.3,Very Good,I,VS1,63.5,57.0,4.29,4.24,2.71
diamonds_016041,608.0,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69
diamonds_016042,608.0,0.3,Premium,H,VS2,60.9,61.0,4.35,4.32,2.64
diamonds_016043,608.0,0.3,Ideal,H,VS2,60.7,57.0,4.37,4.33,2.64
diamonds_016044,608.0,0.3,Premium,H,VS2,61.8,60.0,4.31,4.26,2.65
diamonds_016045,608.0,0.3,Premium,H,VS2,60.9,61.0,4.3,4.27,2.61
diamonds_016046,608.0,0.3,Very Good,H,VS2,63.5,54.0,4.3,4.27,2.72
diamonds_016047,608.0,0.3,Premium,H,VS2,62.2,59.0,4.31,4.28,2.67
diamonds_016048,608.0,0.3,Premium,H,VS2,61.1,61.0,4.33,4.31,2.64
diamonds_016049,608.0,0.3,Premium,H,VS2,62.5,58.0,4.28,4.26,2.67
diamonds_016050,6411.0,1.06,Ideal,G,VS2,62.7,55.0,6.53,6.49,4.08
diamonds_016051,6412.0,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01
diamonds_016052,6412.0,1.01,Premium,G,VS1,59.8,59.0,6.5,6.55,3.9
diamonds_016053,6412.0,1.28,Ideal,G,SI2,61.5,57.0,6.93,7.0,4.28
diamonds_016054,6412.0,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98
diamonds_016055,6415.0,1.08,Premium,G,VS2,59.4,59.0,6.68,6.75,3.99
diamonds_016056,6415.0,1.08,Very Good,G,VS2,62.3,58.0,6.5,6.54,4.06
diamonds_016057,6415.0,1.27,Premium,I,VS1,62.2,59.0,6.87,6.92,4.29
diamonds_016058,6416.0,1.02,Premium,G,VS2,62.5,58.0,6.46,6.41,4.02
diamonds_016059,6416.0,1.01,Ideal,F,VS2,61.0,57.0,6.38,6.5,3.93
diamonds_016060,6416.0,1.01,Premium,F,VS2,59.2,60.0,6.51,6.54,3.86
diamonds_016061,6416.0,1.01,Good,F,VS2,63.1,60.0,6.36,6.39,4.02
diamonds_016062,6416.0,1.01,Very Good,F,VS2,62.8,59.0,6.33,6.41,4.0
diamonds_016063,6416.0,1.01,Premium,F,VS2,62.2,60.0,6.37,6.4,3.97
diamonds_016064,6416.0,1.01,Premium,F,VS2,61.7,58.0,6.42,6.48,3.98
diamonds_016065,6416.0,1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02
diamonds_016066,6416.0,1.2,Premium,H,VS2,62.5,58.0,6.77,6.73,4.23
diamonds_016067,6416.0,1.2,Premium,H,VS2,62.4,59.0,6.73,6.69,4.19
diamonds_016068,6416.0,1.2,Premium,H,VS2,62.8,58.0,6.75,6.7,4.22
diamonds_016069,6416.0,1.02,Ideal,G,VS2,60.4,57.0,6.55,6.53,3.95
diamonds_016070,6416.0,1.02,Premium,G,VS2,61.5,59.0,6.44,6.41,3.95
diamonds_016071,6418.0,1.02,Ideal,G,VS2,62.5,55.0,6.43,6.49,4.04
diamonds_016072,6418.0,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02
diamonds_016073,6418.0,1.21,Ideal,I,VS1,62.2,54.5,6.81,6.86,4.25
diamonds_016074,6419.0,1.22,Very Good,I,VS2,59.6,58.0,6.95,6.98,4.15
diamonds_016075,6419.0,1.25,Ideal,I,VS2,62.5,56.0,6.87,6.92,4.31
diamonds_016076,6419.0,1.09,Ideal,H,VS2,61.4,57.0,6.61,6.65,4.07
diamonds_016077,6419.0,1.17,Ideal,G,SI1,60.7,56.0,6.79,6.84,4.13
diamonds_016078,6421.0,1.22,Very Good,G,SI1,63.4,56.0,6.75,6.78,4.29
diamonds_016079,6421.0,1.5,Good,J,SI2,63.6,58.0,7.25,7.18,4.59
diamonds_016080,6423.0,1.2,Very Good,H,VS2,63.2,54.0,6.73,6.78,4.27
diamonds_016081,6424.0,1.04,Very Good,G,VS2,62.8,56.0,6.42,6.48,4.05
diamonds_016082,6424.0,1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95
diamonds_016083,6424.0,1.29,Ideal,H,SI1,62.6,56.0,6.96,6.93,4.35
diamonds_016084,6425.0,1.49,Fair,H,I1,66.9,61.0,6.93,6.89,4.62
diamonds_016085,6425.0,1.01,Premium,E,VS2,62.1,58.0,6.42,6.34,3.96
diamonds_016086,6426.0,1.08,Ideal,H,SI1,60.5,57.0,6.63,6.67,4.02
diamonds_016087,6426.0,1.06,Ideal,D,SI1,62.6,56.0,6.49,6.52,4.07
diamonds_016088,6429.0,1.29,Premium,I,SI1,61.8,59.0,6.99,6.96,4.31
diamonds_016089,6429.0,1.01,Good,D,VS2,61.6,61.0,6.43,6.45,3.97
diamonds_016090,6430.0,1.27,Ideal,J,VVS2,62.2,54.0,6.92,6.98,4.32
diamonds_016091,6431.0,1.32,Ideal,I,SI1,62.2,57.0,7.07,7.01,4.38
diamonds_016092,6431.0,1.32,Premium,H,SI2,62.7,58.0,7.05,6.99,4.4
diamonds_016093,6432.0,1.02,Very Good,G,VS2,60.9,56.0,6.47,6.51,3.95
diamonds_016094,6435.0,1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85
diamonds_016095,6435.0,1.26,Premium,H,SI1,62.1,57.0,6.94,6.88,4.29
diamonds_016096,6435.0,1.23,Ideal,I,VS1,61.5,56.0,6.86,6.89,4.23
diamonds_016097,6435.0,1.14,Very Good,G,VS2,63.2,56.0,6.67,6.63,4.2
diamonds_016098,6435.0,1.2,Premium,F,SI1,62.9,58.0,6.76,6.69,4.23
diamonds_016099,6436.0,1.69,Premium,I,I1,62.4,60.0,7.59,7.56,4.73
diamonds_016100,6437.0,1.0,Good,G,SI1,59.9,58.0,6.44,6.48,3.87
diamonds_016101,6438.0,1.24,Very Good,G,SI1,61.8,59.0,6.85,6.88,4.24
diamonds_016102,6438.0,1.31,Premium,I,VS2,61.9,59.0,7.02,6.98,4.33
diamonds_016103,6439.0,1.01,Very Good,F,VS1,59.4,58.0,6.46,6.54,3.86
diamonds_016104,6439.0,1.01,Ideal,G,VS2,61.7,56.0,6.43,6.46,3.98
diamonds_016105,6439.0,1.01,Ideal,G,VS2,61.9,56.0,6.42,6.46,3.99
diamonds_016106,6439.0,1.01,Ideal,G,VS2,61.9,56.0,6.41,6.45,3.98
diamonds_016107,6439.0,1.23,Ideal,H,SI1,61.0,56.0,6.96,6.92,4.23
diamonds_016108,6440.0,1.0,Very Good,D,VS2,63.1,59.0,6.26,6.36,3.98
diamonds_016109,6440.0,1.18,Ideal,H,SI1,61.5,57.0,6.78,6.82,4.18
diamonds_016110,6440.0,1.25,Good,F,VS2,63.9,58.0,6.76,6.71,4.31
diamonds_016111,6440.0,1.21,Premium,E,SI1,62.9,58.0,6.79,6.78,4.27
diamonds_016112,6441.0,1.07,Very Good,E,VS2,60.4,58.0,6.61,6.66,4.01
diamonds_016113,6441.0,1.58,Ideal,I,SI2,62.3,57.0,7.42,7.34,4.6
diamonds_016114,6441.0,1.01,Premium,G,VS1,62.7,56.0,6.46,6.36,4.02
diamonds_016115,6441.0,0.9,Premium,D,VS1,61.2,58.0,6.27,6.25,3.83
diamonds_016116,6441.0,1.01,Premium,G,VS1,62.0,58.0,6.44,6.4,3.98
diamonds_016117,6442.0,1.33,Very Good,J,VS1,61.7,55.0,7.07,7.12,4.38
diamonds_016118,6442.0,1.3,Ideal,F,SI2,62.2,56.0,6.96,7.0,4.34
diamonds_016119,6442.0,1.3,Premium,I,VS2,60.1,58.0,7.1,7.14,4.28
diamonds_016120,6443.0,1.27,Very Good,I,VS2,62.4,58.0,6.83,6.89,4.28
diamonds_016121,6443.0,1.36,Ideal,D,SI2,61.2,57.0,7.15,7.19,4.39
diamonds_016122,6443.0,1.3,Good,D,SI2,57.1,63.0,7.27,7.22,4.14
diamonds_016123,6443.0,1.5,Premium,H,SI2,61.8,57.0,7.34,7.31,4.53
